"Cultural minorities","History note","""Cultural groups"" replaces ""Cultural minorities"" as preferred term in February 2009."
"Cultural minorities","Use","Cultural groups"
"Cultural minorities","Subject Category","SO Society and Culture"
"Cultural policy","French","Politique culturelle"
"Cultural policy","Broader Term","Policy"
"Cultural policy","Related Term","Cultural development"
"Cultural policy","Related Term","Culture"
"Cultural policy","Related Term","Multiculturalism"
"Cultural policy","Subject Category","GV Government and Politics"
"Cultural policy","Subject Category","SO Society and Culture"
"Cultural programming","French","Programmation culturelle"
"Cultural programming","Broader Term","Programming"
"Cultural programming","Related Term","Cultural events"
"Cultural programming","Related Term","Culture"
"Cultural programming","Subject Category","SO Society and Culture"
"Cultural property","Use","Cultural heritage"
"Cultural property","Subject Category","SO Society and Culture"
"Cultural studies","French","Études culturelles"
"Cultural studies","Related Term","Culture"
"Cultural studies","Subject Category","SO Society and Culture"
"Culture","French","Culture"
"Culture","Scope Note","The totality of socially transmitted customs, ideas, values, behaviour patterns, arts, traits, beliefs, institutions, and all other products of human work and thought of a particular social group, society or civilization."
"Culture","Used For","Cultural history"
"Culture","Used For","Cultural life"
"Culture","Narrower Term","Indigenous culture"
"Culture","Narrower Term","Popular culture"
"Culture","Related Term","Acculturation"
"Culture","Related Term","Arts"
"Culture","Related Term","Cultural development"
"Culture","Related Term","Cultural diversity"
"Culture","Related Term","Cultural events"
"Culture","Related Term","Cultural groups"
"Culture","Related Term","Cultural heritage"
"Culture","Related Term","Cultural industry"
"Culture","Related Term","Cultural institutions"
"Culture","Related Term","Cultural policy"
"Culture","Related Term","Cultural programming"
"Culture","Related Term","Cultural studies"
"Culture","Related Term","Humanities"
"Culture","Related Term","Multiculturalism"
"Culture","Subject Category","SO Society and Culture"
"Currency","French","Monnaie"
"Currency","Used For","Bank notes"
"Currency","Used For","Mint"
"Currency","Used For","Monetary system"
"Currency","Used For","Money"
"Currency","Related Term","Capital"
"Currency","Related Term","Coins"
"Currency","Related Term","Exchange rates"
"Currency","Related Term","Foreign payments"
"Currency","Related Term","Monetary policy"
"Currency","Subject Category","EC Economics and Industry"
"Curriculum","French","Curriculum"
"Curriculum","Related Term","Education"
"Curriculum","Subject Category","ET Education and Training"
"Customer services","French","Service à la clientèle"
"Customer services","Related Term","Client satisfaction"
"Customer services","Related Term","Clients"
"Customer services","Subject Category","EC Economics and Industry"
"Customers","Use","Clients"
"Customers","Subject Category","EC Economics and Industry"
"Customers","Subject Category","PE Persons"
"Customs","French","Coutume"
"Customs","Scope Note","Long-established, habitual, or traditional practices of human societies."
"Customs","Used For","Traditions"
"Customs","Related Term","Cultural heritage"
"Customs","Related Term","Folklore"
"Customs","Subject Category","HI History and Archaeology"
"Customs","Subject Category","SO Society and Culture"
"Customs and excise","French","Douanes"
"Customs and excise","Used For","Excise regulations"
"Customs and excise","Related Term","Border crossing"
"Customs and excise","Related Term","Excise taxes"
"Customs and excise","Related Term","Imports"
"Customs and excise","Related Term","International trade"
"Customs and excise","Related Term","Tariffs"
"Customs and excise","Subject Category","EC Economics and Industry"
"Customs tariffs","Use","Tariffs"
"Customs tariffs","Subject Category","EC Economics and Industry"
"Cyber-crime","Use","Computer crime"
"Cyber-crime","Subject Category","SO Society and Culture"
"Cyber crime","Use","Computer crime"
"Cyber crime","Subject Category","SO Society and Culture"
"Cyber security","Use","Computer security"
"Cyber security","Subject Category","IN Information and Communications"
"Cyber security","Subject Category","ST Science and Technology"
"Cybercrime","Use","Computer crime"
"Cybercrime","Subject Category","SO Society and Culture"
"Cybergovernment","Use","Electronic government"
"Cybergovernment","Subject Category","GV Government and Politics"
"Cybersecurity","Use","Computer security"
"Cybersecurity","Subject Category","IN Information and Communications"
"Cybersecurity","Subject Category","ST Science and Technology"
"Cycling","French","Cyclisme"
"Cycling","Broader Term","Sports"
"Cycling","Related Term","Bicycle paths"
"Cycling","Related Term","Bicycle safety equipment"
"Cycling","Related Term","Outdoor recreation"
"Cycling","Subject Category","SO Society and Culture"
"Cycling paths","Use","Bicycle paths"
"Cycling paths","Subject Category","SO Society and Culture"
"Cycling trails","History note","""Bicycle paths"" replaces ""Cycling trails"" as preferred term in November 2007."
"Cycling trails","Use","Bicycle paths"
"Cycling trails","Subject Category","SO Society and Culture"
"Cyclones","Use","Storms"
"Cyclones","Subject Category","NE Nature and Environment"
"Daily life","French","Vie quotidienne"
"Daily life","Used For","Domestic life"
"Daily life","Related Term","Lifestyle"
"Daily life","Related Term","Social life"
"Daily life","Subject Category","SO Society and Culture"
"Dairy cattle","French","Bovins laitiers"
"Dairy cattle","Used For","Dairy cows"
"Dairy cattle","Broader Term","Cattle"
"Dairy cattle","Related Term","Dairy industry"
"Dairy cattle","Related Term","Milk"
"Dairy cattle","Subject Category","AG Agriculture"
"Dairy cows","Use","Dairy cattle"
"Dairy cows","Subject Category","AG Agriculture"
"Dairy industry","French","Industrie laitière"
"Dairy industry","Scope Note","An economic activity relating to the production, manufacture and promotion of milk and milk products."
"Dairy industry","Broader Term","Agri-food industry"
"Dairy industry","Related Term","Dairy cattle"
"Dairy industry","Related Term","Dairy products"
"Dairy industry","Subject Category","AG Agriculture"
"Dairy industry","Subject Category","EC Economics and Industry"
"Dairy products","French","Produit laitier"
"Dairy products","Used For","Milk products"
"Dairy products","Broader Term","Agri-food products"
"Dairy products","Narrower Term","Butter"
"Dairy products","Narrower Term","Cheese"
"Dairy products","Narrower Term","Cream"
"Dairy products","Narrower Term","Milk"
"Dairy products","Narrower Term","Yogurt"
"Dairy products","Related Term","Dairy industry"
"Dairy products","Subject Category","AG Agriculture"
"Dairy products","Subject Category","EC Economics and Industry"
"Dams","French","Barrage"
"Dams","Used For","Dykes"
"Dams","Related Term","Floods"
"Dams","Related Term","Hydroelectric plants"
"Dams","Related Term","Water management"
"Dams","Subject Category","ST Science and Technology"
"Dance","French","Danse"
"Dance","Used For","Ballet"
"Dance","Broader Term","Performing arts"
"Dance","Subject Category","AA Arts, Music, Literature"
"Dangerous goods","Use","Hazardous materials"
"Dangerous goods","Subject Category","EC Economics and Industry"
"Dangerous goods","Subject Category","NE Nature and Environment"
"Dangerous goods transport","Use","Hazardous materials transport"
"Dangerous goods transport","Subject Category","TR Transport"
"Dangerous goods transportation","Use","Hazardous materials transport"
"Dangerous goods transportation","Subject Category","TR Transport"
"Dangerous materials","Use","Hazardous materials"
"Dangerous materials","Subject Category","NE Nature and Environment"
"Dangerous products","History note","""Hazardous materials"" replaces ""Dangerous products"" as preferred term in April 2009."
"Dangerous products","Use","Hazardous materials"
"Dangerous products","Subject Category","EC Economics and Industry"
"Dangerous products","Subject Category","NE Nature and Environment"
"Dangerous products transport","History note","""Hazardous materials transport"" replaces ""Dangerous products transport"" as preferred term in April 2009."
"Dangerous products transport","Use","Hazardous materials transport"
"Dangerous products transport","Subject Category","TR Transport"
"Dangerous substances","Use","Hazardous materials"
"Dangerous substances","Subject Category","NE Nature and Environment"
"Dangerous waste","Use","Hazardous waste"
"Dangerous waste","Subject Category","NE Nature and Environment"
"Data breach","Use","Privacy"
"Data breach","Subject Category","GV Government and Politics"
"Data dictionaries","French","Dictionnaire de données"
"Data dictionaries","Related Term","Databases"
"Data dictionaries","Related Term","Dictionaries"
"Data dictionaries","Related Term","Electronic data interchange"
"Data dictionaries","Related Term","Machine readable data"
"Data dictionaries","Subject Category","FM Form descriptors"
"Data extraction","Use","Data mining"
"Data extraction","Subject Category","ST Science and Technology"
"Data mining","French","Exploration de données"
"Data mining","Used For","Data extraction"
"Data mining","Broader Term","Databases"
"Data mining","Related Term","Analytics"
"Data mining","Related Term","Data processing"
"Data mining","Subject Category","ST Science and Technology"
"Data processing","French","Traitement des données"
"Data processing","Used For","Automatic data processing"
"Data processing","Used For","Electronic data processing"
"Data processing","Broader Term","Processing"
"Data processing","Narrower Term","Digitization"
"Data processing","Related Term","Computer science"
"Data processing","Related Term","Computer services"
"Data processing","Related Term","Computers"
"Data processing","Related Term","Data mining"
"Data processing","Related Term","Databases"
"Data processing","Related Term","Information management"
"Data processing","Related Term","Information technology"
"Data processing","Related Term","Machine readable data"
"Data processing","Related Term","Templates"
"Data processing","Subject Category","ST Science and Technology"
"Data protection","French","Protection des données"
"Data protection","Related Term","Machine readable data"
"Data protection","Subject Category","IN Information and Communications"
"Data registries","Use","Databases"
"Data registries","Subject Category","FM Form descriptors"
"Data registries","Subject Category","IN Information and Communications"
"Data security","Use","Computer security"
"Data security","Subject Category","IN Information and Communications"
"Data security","Subject Category","ST Science and Technology"
"Databanks","Use","Databases"
"Databanks","Subject Category","FM Form descriptors"
"Databanks","Subject Category","IN Information and Communications"
"Databases","French","Base de données"
"Databases","Used For","Data registries"
"Databases","Used For","Databanks"
"Databases","Narrower Term","Data mining"
"Databases","Related Term","Data dictionaries"
"Databases","Related Term","Data processing"
"Databases","Related Term","Information systems"
"Databases","Related Term","Machine readable data"
"Databases","Subject Category","FM Form descriptors"
"Databases","Subject Category","IN Information and Communications"
"Day care centers","Use","Daycare"
"Day care centers","Subject Category","SO Society and Culture"
"Day care centres","Use","Daycare"
"Day care centres","Subject Category","SO Society and Culture"
"Daycare","French","Garderie"
"Daycare","Used For","Day care centers"
"Daycare","Used For","Day care centres"
"Daycare","Used For","Daycare centers"
"Daycare","Used For","Daycare centres"
"Daycare","Related Term","Child care"
"Daycare","Subject Category","SO Society and Culture"
"Daycare centers","Use","Daycare"
"Daycare centers","Subject Category","SO Society and Culture"
"Daycare centres","Use","Daycare"
"Daycare centres","Subject Category","SO Society and Culture"
"Daylight saving time","French","Heure avancée"
"Daylight saving time","Broader Term","Time"
"Daylight saving time","Related Term","Time zones"
"Daylight saving time","Subject Category","ST Science and Technology"
"De-icing of aircraft","Use","Aircraft de-icing"
"De-icing of aircraft","Subject Category","HE Health and Safety"
"De-icing of aircraft","Subject Category","TR Transport"
"De-mining","Use","Demining"
"De-mining","Subject Category","MI Military"
"Deaf persons","Use","Persons with disabilities"
"Deaf persons","Subject Category","HE Health and Safety"
"Deaf persons","Subject Category","PE Persons"
"Deafness","French","Surdité"
"Deafness","Broader Term","Hearing disabilities"
"Deafness","Subject Category","HE Health and Safety"
"Death","French","Mort"
"Death","Used For","Mortality"
"Death","Related Term","Birth"
"Death","Related Term","Burials"
"Death","Related Term","Cemeteries"
"Death","Related Term","Death certificates"
"Death","Related Term","Death rate"
"Death","Related Term","Euthanasia"
"Death","Related Term","Homicide"
"Death","Related Term","Suicide"
"Death","Subject Category","NE Nature and Environment"
"Death","Subject Category","SO Society and Culture"
"Death benefits","Use","Survivor benefits"
"Death benefits","Subject Category","EC Economics and Industry"
"Death certificates","French","Certificat de décès"
"Death certificates","Related Term","Death"
"Death certificates","Subject Category","GV Government and Politics"
"Death certificates","Subject Category","SO Society and Culture"
"Death rate","French","Taux de mortalité"
"Death rate","Related Term","Death"
"Death rate","Related Term","Population"
"Death rate","Related Term","Vital statistics"
"Death rate","Subject Category","SO Society and Culture"
"Debt","French","Dette"
"Debt","Narrower Term","National debt"
"Debt","Related Term","Bankruptcies"
"Debt","Related Term","Credit"
"Debt","Related Term","Debtors"
"Debt","Related Term","Deficit"
"Debt","Related Term","Liability"
"Debt","Related Term","Loans"
"Debt","Subject Category","EC Economics and Industry"
"Debt management","French","Gestion de la dette"
"Debt management","Broader Term","Management"
"Debt management","Related Term","National debt"
"Debt management","Related Term","Public finance"
"Debt management","Subject Category","EC Economics and Industry"
"Debt management","Subject Category","GV Government and Politics"
"Debt redemption","French","Remboursement de la dette"
"Debt redemption","Related Term","National debt"
"Debt redemption","Related Term","Public finance"
"Debt redemption","Subject Category","EC Economics and Industry"
"Debtors","French","Débiteur"
"Debtors","Related Term","Borrowers"
"Debtors","Related Term","Debt"
"Debtors","Related Term","Recoveries"
"Debtors","Related Term","Term loans"
"Debtors","Subject Category","EC Economics and Industry"
"Decentralization","French","Décentralisation"
"Decentralization","Used For","Regionalisation"
"Decentralization","Related Term","Centralization"
"Decentralization","Subject Category","PR Processes"
"Decision making","French","Prise de décision"
"Decision making","Related Term","Decisions"
"Decision making","Related Term","Planning"
"Decision making","Subject Category","PR Processes"
"Decision support systems","Use","Management information systems"
"Decision support systems","Subject Category","ST Science and Technology"
"Decisions","French","Décision"
"Decisions","Narrower Term","Court decisions"
"Decisions","Related Term","Decision making"
"Decisions","Subject Category","PR Processes"
"Decontamination","French","Décontamination"
"Decontamination","Used For","Depollution"
"Decontamination","Related Term","Pollution control"
"Decontamination","Subject Category","NE Nature and Environment"
"Decorations","French","Décoration"
"Decorations","Used For","Distinctions"
"Decorations","Used For","Medals"
"Decorations","Related Term","Awards"
"Decorations","Subject Category","SO Society and Culture"
"Decorative arts","French","Arts décoratifs"
"Decorative arts","Broader Term","Visual arts"
"Decorative arts","Narrower Term","Ceramics"
"Decorative arts","Narrower Term","Pottery"
"Decorative arts","Related Term","Crafts"
"Decorative arts","Subject Category","AA Arts, Music, Literature"
"Decorative plants","Use","Ornamental plants"
"Decorative plants","Subject Category","NE Nature and Environment"
"Defaulted loans","French","Prêt non remboursé"
"Defaulted loans","Broader Term","Loans"
"Defaulted loans","Subject Category","EC Economics and Industry"
"Defence industry","French","Industrie de la défense"
"Defence industry","Used For","Defense industry"
"Defence industry","Broader Term","Manufacturing industry"
"Defence industry","Related Term","Military technology"
"Defence industry","Subject Category","EC Economics and Industry"
"Defence industry","Subject Category","MI Military"
"Defence policy","French","Politique de défense"
"Defence policy","Used For","Defense policy"
"Defence policy","Used For","Military policy"
"Defence policy","Used For","National defence"
"Defence policy","Used For","National defense"
"Defence policy","Broader Term","Policy"
"Defence policy","Related Term","Armed forces"
"Defence policy","Related Term","Military technology"
"Defence policy","Related Term","National security"
"Defence policy","Subject Category","GV Government and Politics"
"Defence policy","Subject Category","MI Military"
"Defense industry","Use","Defence industry"
"Defense industry","Subject Category","EC Economics and Industry"
"Defense industry","Subject Category","MI Military"
"Defense policy","Use","Defence policy"
"Defense policy","Subject Category","GV Government and Politics"
"Defense policy","Subject Category","MI Military"
"Deficit","French","Déficit"
"Deficit","Related Term","Bankruptcies"
"Deficit","Related Term","Debt"
"Deficit","Subject Category","EC Economics and Industry"
"Deforestation","French","Déboisement"
"Deforestation","Used For","Forest clearing"
"Deforestation","Used For","Forest cover destruction"
"Deforestation","Used For","Tree cutting"
"Deforestation","Used For","Tree removal"
"Deforestation","Broader Term","Forest management"
"Deforestation","Subject Category","NE Nature and Environment"
"Degenerative diseases","French","Maladie dégénérative"
"Degenerative diseases","Broader Term","Diseases"
"Degenerative diseases","Narrower Term","Alzheimer's disease"
"Degenerative diseases","Narrower Term","Arthritis"
"Degenerative diseases","Subject Category","HE Health and Safety"
"Delegation of authority","French","Délégation de pouvoir"
"Delegation of authority","Related Term","Accountability"
"Delegation of authority","Related Term","Devolution"
"Delegation of authority","Subject Category","PR Processes"
"Delegations","French","Délégation"
"Delegations","Related Term","Diplomatic missions"
"Delegations","Related Term","Foreign service"
"Delegations","Related Term","Representatives"
"Delegations","Subject Category","GV Government and Politics"
"Deliveries","French","Livraison"
"Deliveries","Related Term","Distribution"
"Deliveries","Subject Category","EC Economics and Industry"
"Demand","French","Demande"
"Demand","Related Term","Consumerism"
"Demand","Related Term","Needs"
"Demand","Related Term","Prices"
"Demand","Related Term","Supply"
"Demand","Related Term","Water demand"
"Demand","Subject Category","EC Economics and Industry"
"Demining","French","Déminage"
"Demining","History note","""Demining"" replaces ""Mine clearing"" as preferred term in March 2009."
"Demining","Used For","De-mining"
"Demining","Used For","Humanitarian demining"
"Demining","Used For","Humanitarian mine clearance"
"Demining","Used For","Landmine clearance"
"Demining","Used For","Landmine clearing"
"Demining","Used For","Mine clearance"
"Demining","Used For","Mine clearing"
"Demining","Related Term","Battlefields"
"Demining","Related Term","Landmines"
"Demining","Subject Category","MI Military"
"Demographic data","French","Données démographiques"
"Demographic data","Scope Note","Factual information used as a basis for reasoning, discussion, or calculation that describes the characteristics of populations, including size, distribution, and economic status."
"Demographic data","Narrower Term","Demographic statistics"
"Demographic data","Related Term","Census data"
"Demographic data","Related Term","Demography"
"Demographic data","Subject Category","FM Form descriptors"
"Demographic data","Subject Category","SO Society and Culture"
"Demographic maps","French","Carte démographique"
"Demographic maps","Broader Term","Maps"
"Demographic maps","Related Term","Demography"
"Demographic maps","Related Term","Population"
"Demographic maps","Subject Category","FM Form descriptors"
"Demographic maps","Subject Category","SO Society and Culture"
"Demographic statistics","French","Statistiques démographiques"
"Demographic statistics","Scope Note","The numeric data that describes human populations especially with reference to size and density, distribution, and vital statistics."
"Demographic statistics","Broader Term","Demographic data"
"Demographic statistics","Broader Term","Statistics"
"Demographic statistics","Related Term","Demography"
"Demographic statistics","Related Term","Population distribution"
"Demographic statistics","Subject Category","SO Society and Culture"
"Demography","French","Démographie"
"Demography","Scope Note","The statistical analysis and description of population aggregates, with reference to distribution, vital statistics, either at a given time, or over time."
"Demography","Broader Term","Social sciences"
"Demography","Related Term","Census"
"Demography","Related Term","Demographic data"
"Demography","Related Term","Demographic maps"
"Demography","Related Term","Demographic statistics"
"Demography","Related Term","Population"
"Demography","Related Term","Population distribution"
"Demography","Subject Category","SO Society and Culture"
"Dental care plan","Use","Dental insurance"
"Dental care plan","Subject Category","EC Economics and Industry"
"Dental care plan","Subject Category","HE Health and Safety"
"Dental health","History note","""Oral health"" replaces ""Dental health"" as preferred term in October 2007."
"Dental health","Use","Oral health"
"Dental health","Subject Category","HE Health and Safety"
"Dental hygiene","Use","Oral health"
"Dental hygiene","Subject Category","HE Health and Safety"
"Dental insurance","French","Assurance dentaire"
"Dental insurance","Used For","Dental care plan"
"Dental insurance","Broader Term","Insurance"
"Dental insurance","Related Term","Health insurance"
"Dental insurance","Related Term","Oral health"
"Dental insurance","Subject Category","EC Economics and Industry"
"Dental insurance","Subject Category","HE Health and Safety"
"Deontology","Use","Ethics"
"Deontology","Subject Category","SO Society and Culture"
"Departmental relations","French","Relations ministérielles"
"Departmental relations","Related Term","Federal departments"
"Departmental relations","Subject Category","GV Government and Politics"
"Departments","French","Ministère"
"Departments","Broader Term","Public administration"
"Departments","Narrower Term","Branches"
"Departments","Narrower Term","Divisions"
"Departments","Narrower Term","Sections"
"Departments","Narrower Term","Services"
"Departments","Related Term","Government departments"
"Departments","Subject Category","GV Government and Politics"
"Depletion of the ozone layer","Use","Ozone depletion"
"Depletion of the ozone layer","Subject Category","NE Nature and Environment"
"Depollution","Use","Decontamination"
"Depollution","Subject Category","NE Nature and Environment"
"Deportation","French","Déportation"
"Deportation","Related Term","Migration"
"Deportation","Subject Category","SO Society and Culture"
"Derailments","Use","Railway accidents"
"Derailments","Subject Category","HE Health and Safety"
"Derailments","Subject Category","TR Transport"
"Design","French","Conception"
"Design","Related Term","Development"
"Design","Related Term","Implementation"
"Design","Related Term","Product development"
"Design","Related Term","Prototyping"
"Design","Subject Category","PR Processes"
"Desktop publishing","Use","Electronic publishing"
"Desktop publishing","Subject Category","IN Information and Communications"
"Destroyers","French","Destroyer"
"Destroyers","Broader Term","Ships"
"Destroyers","Related Term","Military technology"
"Destroyers","Subject Category","MI Military"
"Detection","French","Détection"
"Detection","Related Term","Identification"
"Detection","Subject Category","PR Processes"
"Detention","Use","Correctional institutions"
"Detention","Use","Imprisonment"
"Detention","Subject Category","LW Law"
"Developing countries","French","Pays en développement"
"Developing countries","Used For","Third world"
"Developing countries","Related Term","Economic development"
"Developing countries","Related Term","International development"
"Developing countries","Subject Category","EC Economics and Industry"
"Development","French","Développement"
"Development","Scope Note","The process of promoting growth into a more advanced, larger or stronger form."
"Development","Narrower Term","Cultural development"
"Development","Narrower Term","Economic development"
"Development","Narrower Term","International development"
"Development","Narrower Term","Market development"
"Development","Narrower Term","Product development"
"Development","Narrower Term","Professional development"
"Development","Narrower Term","Program development"
"Development","Narrower Term","Regional development"
"Development","Narrower Term","Resource development"
"Development","Narrower Term","Rural development"
"Development","Narrower Term","Social development"
"Development","Narrower Term","Urban development"
"Development","Related Term","Design"
"Development","Related Term","Research and development"
"Development","Subject Category","PR Processes"
"Development tools","French","Outil de développement"
"Development tools","Related Term","Tools"
"Development tools","Subject Category","IN Information and Communications"
"Development tools","Subject Category","ST Science and Technology"
"Devolution","French","Transfert de responsabilités"
"Devolution","Scope Note","Decentralization of authority."
"Devolution","Related Term","Accountability"
"Devolution","Related Term","Delegation of authority"
"Devolution","Subject Category","PR Processes"
"Diabetes","French","Diabète"
"Diabetes","Broader Term","Chronic diseases"
"Diabetes","Subject Category","HE Health and Safety"
"Diagnosis","French","Diagnostic"
"Diagnosis","Related Term","Analysis"
"Diagnosis","Subject Category","PR Processes"
"Diamonds","French","Diamant"
"Diamonds","Related Term","Jewellery"
"Diamonds","Subject Category","NE Nature and Environment"
"Dictionaries","French","Dictionnaire"
"Dictionaries","Scope Note","Lists of words or phrases, usually in alphabetical order, with definitions, equivalents or other types of linguistic information."
"Dictionaries","Used For","Glossaries"
"Dictionaries","Used For","Lexicons"
"Dictionaries","Related Term","Data dictionaries"
"Dictionaries","Related Term","Terminology"
"Dictionaries","Related Term","Thesauri"
"Dictionaries","Subject Category","FM Form descriptors"
"Dictionaries","Subject Category","LN Language and Linguistics"
"Diesel","Use","Diesel fuel"
"Diesel","Subject Category","NE Nature and Environment"
"Diesel fuel","French","Carburant diesel"
"Diesel fuel","Scope Note","A thick, oily fuel that is obtained from the distillation of petroleum."
"Diesel fuel","Used For","Diesel"
"Diesel fuel","Broader Term","Fuels"
"Diesel fuel","Subject Category","NE Nature and Environment"
"Diet","Use","Nutrition"
"Diet","Subject Category","HE Health and Safety"
"Digital collections","French","Collection numérique"
"Digital collections","Broader Term","Collections"
"Digital collections","Related Term","Digital libraries"
"Digital collections","Subject Category","FM Form descriptors"
"Digital elevation data","French","Données numériques d'élévation"
"Digital elevation data","Broader Term","Remote sensing"
"Digital elevation data","Subject Category","NE Nature and Environment"
"Digital elevation data","Subject Category","ST Science and Technology"
"Digital government","Use","Electronic government"
"Digital government","Subject Category","GV Government and Politics"
"Digital information","Use","Electronic information"
"Digital information","Subject Category","IN Information and Communications"
"Digital libraries","French","Bibliothèque numérique"
"Digital libraries","Broader Term","Libraries"
"Digital libraries","Related Term","Digital collections"
"Digital libraries","Subject Category","IN Information and Communications"
"Digital libraries","Subject Category","ST Science and Technology"
"Digital recordings","French","Enregistrement numérique"
"Digital recordings","Related Term","CD-ROMs"
"Digital recordings","Related Term","Compact discs"
"Digital recordings","Subject Category","FM Form descriptors"
"Digital technology","French","Technologie numérique"
"Digital technology","Used For","Digital transmission"
"Digital technology","Broader Term","Technology"
"Digital technology","Subject Category","ST Science and Technology"
"Digital transmission","Use","Digital technology"
"Digital transmission","Subject Category","ST Science and Technology"
"Digitization","French","Numérisation"
"Digitization","Scope Note","Recording information in digital format."
"Digitization","Used For","Imaging"
"Digitization","Used For","Scanning"
"Digitization","Broader Term","Data processing"
"Digitization","Narrower Term","Digitized information"
"Digitization","Related Term","Conservation"
"Digitization","Subject Category","PR Processes"
"Digitization","Subject Category","ST Science and Technology"
"Digitized information","French","Information numérisée"
"Digitized information","Broader Term","Digitization"
"Digitized information","Broader Term","Information"
"Digitized information","Subject Category","IN Information and Communications"
"Digitized information","Subject Category","ST Science and Technology"
"Dimethylmethane","Use","Propane"
"Dimethylmethane","Subject Category","NE Nature and Environment"
"Diplomacy","Use","Foreign service"
"Diplomacy","Subject Category","GV Government and Politics"
"Diplomatic missions","French","Mission diplomatique"
"Diplomatic missions","Used For","Consulates"
"Diplomatic missions","Used For","Embassies"
"Diplomatic missions","Broader Term","Foreign service"
"Diplomatic missions","Related Term","Consular services"
"Diplomatic missions","Related Term","Delegations"
"Diplomatic missions","Subject Category","GV Government and Politics"
"Diplomats","Use","Foreign service"
"Diplomats","Subject Category","GV Government and Politics"
"Direct marketing","French","Marketing direct"
"Direct marketing","Used For","Phone marketing"
"Direct marketing","Used For","Telemarketing"
"Direct marketing","Broader Term","Marketing"
"Direct marketing","Subject Category","EC Economics and Industry"
"Directories","French","Répertoire"
"Directories","Used For","Repertories"
"Directories","Narrower Term","Gazetteers"
"Directories","Narrower Term","Telephone directories"
"Directories","Subject Category","FM Form descriptors"
"Disabilities","French","Déficience"
"Disabilities","Used For","Handicaps"
"Disabilities","Used For","Impairments"
"Disabilities","Narrower Term","Hearing disabilities"
"Disabilities","Narrower Term","Intellectual disabilities"
"Disabilities","Narrower Term","Learning disabilities"
"Disabilities","Narrower Term","Physical disabilities"
"Disabilities","Narrower Term","Visual disabilities"
"Disabilities","Related Term","Disability pensions"
"Disabilities","Related Term","Persons with disabilities"
"Disabilities","Subject Category","HE Health and Safety"
"Disability benefits","Use","Disability pensions"
"Disability benefits","Subject Category","EC Economics and Industry"
"Disability pensions","French","Pension d'invalidité"
"Disability pensions","Used For","Disability benefits"
"Disability pensions","Broader Term","Pensions"
"Disability pensions","Related Term","Disabilities"
"Disability pensions","Subject Category","EC Economics and Industry"
"Disabled access","Use","Accessibility for persons with disabilities"
"Disabled access","Subject Category","SO Society and Culture"
"Disabled people","Use","Persons with disabilities"
"Disabled people","Subject Category","HE Health and Safety"
"Disabled people","Subject Category","PE Persons"
"Disabled persons","Use","Persons with disabilities"
"Disabled persons","Subject Category","HE Health and Safety"
"Disabled persons","Subject Category","PE Persons"
"Disadvantaged persons","French","Personne défavorisée"
"Disadvantaged persons","Related Term","Homelessness"
"Disadvantaged persons","Related Term","Poverty"
"Disadvantaged persons","Related Term","Social conditions"
"Disadvantaged persons","Subject Category","PE Persons"
"Disadvantaged persons","Subject Category","SO Society and Culture"
"Disarmament","Use","Arms control"
"Disarmament","Subject Category","MI Military"
"Disaster planning","Use","Emergency preparedness"
"Disaster planning","Subject Category","GV Government and Politics"
"Disaster planning","Subject Category","HE Health and Safety"
"Disaster relief","French","Secours en cas de désastre"
"Disaster relief","Broader Term","Emergency relief"
"Disaster relief","Broader Term","Humanitarian aid"
"Disaster relief","Related Term","Disasters"
"Disaster relief","Subject Category","HE Health and Safety"
"Disaster relief","Subject Category","SO Society and Culture"
"Disasters","French","Désastre"
"Disasters","Scope Note","Events, whether natural or caused by humans, that generally happen suddenly and cause or are likely to cause much loss and suffering to human populations or significant environmental damage."
"Disasters","Used For","Catastrophes"
"Disasters","Used For","Man-made disasters"
"Disasters","Used For","Manmade disasters"
"Disasters","Used For","Technological disasters"
"Disasters","Narrower Term","Environmental accidents"
"Disasters","Narrower Term","Natural disasters"
"Disasters","Related Term","Disaster relief"
"Disasters","Subject Category","HE Health and Safety"
"Disasters","Subject Category","SO Society and Culture"
"Disbursements","French","Décaissement"
"Disbursements","Scope Note","Any outlay of cash, such as an expenditure, investment, advance or loan payment."
"Disbursements","Narrower Term","Expenditures"
"Disbursements","Subject Category","EC Economics and Industry"
"Discarded materials","Use","Waste"
"Discarded materials","Subject Category","NE Nature and Environment"
"Discharge","French","Congédiement"
"Discharge","Related Term","Termination of employment"
"Discharge","Related Term","Unemployment"
"Discharge","Subject Category","LB Labour"
"Disclosure of wrongdoing","French","Divulgation d'actes fautifs"
"Disclosure of wrongdoing","Scope Note","Disclosure of serious wrongdoing in the public or private sectors."
"Disclosure of wrongdoing","Used For","Whistle blowing"
"Disclosure of wrongdoing","Used For","Whistleblowing"
"Disclosure of wrongdoing","Related Term","Whistleblower protection"
"Disclosure of wrongdoing","Subject Category","EC Economics and Industry"
"Disclosure of wrongdoing","Subject Category","GV Government and Politics"
"Discounts","French","Rabais"
"Discounts","Related Term","Savings"
"Discounts","Subject Category","EC Economics and Industry"
"Discrimination","French","Discrimination"
"Discrimination","Used For","Bias"
"Discrimination","Used For","Prejudice"
"Discrimination","Broader Term","Social problems"
"Discrimination","Narrower Term","Gender discrimination"
"Discrimination","Narrower Term","Racial discrimination"
"Discrimination","Related Term","Affirmative action"
